title,action,label
Maintain a Healthy Weight,Adjust your caloric intake as needed.,minutes
Maintain a Healthy Weight,Calculate your body mass index (BMI).,minutes
Become a Playgirl Model,Make the most out of cardio.,minutes
Figure Out Why Your Diet Isn't Working,Take a look at your sleep patterns.,minutes
Figure Out Why Your Diet Isn't Working,Consider whether you stick to your diet on the weekends.,minutes
Be a Good Songwriter,Write down fragments of songs whenever they come to you.,minutes
Be a Good Songwriter,Let influences hit you from anywhere.,minutes
Be a Good Songwriter,Play an instrument regularly.,minutes
Be a Good Songwriter,Enjoy your life outside of songwriting.,minutes
Organize Your Thoughts on Paper,Choose a way to organize your categories.,minutes
Organize Your Thoughts on Paper,Finish writing your outline.,minutes
Deal with a Bipolar Husband,Adopt a schedule.,minutes
Deal with a Bipolar Husband,Teach your children about bipolar disorder.,hours
Use a Computer if You Are Blind or Visually Impaired,Decide on a desktop or a laptop.,hours
Organize Office Files,Sort the files alphabetically.,minutes
Watch Football (Soccer),Find out which national leagues are currently in season.,minutes
Live With a College Roommate With ADHD,Keep common areas organized.,minutes
Live With a College Roommate With ADHD,Find a private space for studying and sleeping.,hours
Live With a College Roommate With ADHD,Post reminders.,hours
Date a Bipolar Man,Be patient.,minutes
Date a Bipolar Man,Don't forget yourself.,minutes
Wax a Surfboard,Apply your basecoat.,minutes
Wax a Surfboard,Apply the basecoat until bumps start to form.,minutes
Make Flower Pens,Cut the flower stems to 1.5 inches.,minutes
Make Flower Pens,Wrap any extra leaves with the stem of your fake flower.,minutes
Make Flower Pens,Starting at the top near the flower wrap the green tape around until you hit the tip of the pen.,minutes
Handle Problems,Evaluate what resources you have.,minutes
Fast to Lose Weight,Know how long you need to spend breaking a fast.,hours
Make a Pencil,Cut wood into thin slats.,minutes
Make a Pencil,Sandwich the wood and graphite.,minutes
Deal with Bipolar Medication Side Effects,Adjust your diet to help with changes in appetite.,days
Get Tested for ADD,Fill out the Vanderbilt Assessment Scale.,minutes
Quit Pornography and Masturbation Warm Turkey over a 7 Month Period,Separate masturbation and pornography from each other.,minutes
Make a Notebook,Decorate your cover.,minutes
Make a Notebook,Open the folded cover up.,minutes
Eat Well when You Are Busy,Cook meals in one dish.,minutes
Deal with Bipolar Medication Side Effects,Find a support system.,minutes
Make a Gardening Calendar,Organize seed and plant purchases.,minutes
Make a Gardening Calendar,Schedule soil preparations.,minutes
Make a Gardening Calendar,Write down transplanting dates.,minutes
Prevent Psychosis,Seek help if you are addicted to a substance like alcohol or drugs.,minutes
Stay Sane,Surround yourself with positive people.,hours
Eat More Fruits and Vegetables,Always wash fresh produce before use.,minutes
Eat More Fruits and Vegetables,Add fruits and vegetables into the main meal component.,minutes
Eat More Fruits and Vegetables,Roast vegetables and store in fridge to add to meals as a side dish.,minutes
Eat More Fruits and Vegetables,Steam vegetables in a rice steamer.,minutes
Multiply With More Than One Digit,Choose your numbers.,hours
Spot a Scizophrenia Relapse,Check for social withdrawal.,minutes
Spot a Scizophrenia Relapse,Look for sleep disruptions.,minutes
Spot a Scizophrenia Relapse,Check for other behavior changes.,minutes
Cope with Depression in College,Talk to a doctor.,minutes
Cope with Depression in College,Reach out to friends and family.,minutes
Cope with Depression in College,Seek help if you feel suicidal.,minutes
Take a Mental Health Day,Figure out when you want your mental health day to be.,minutes
Take a Mental Health Day,Plan your relaxing day.,minutes
Enjoy Your Fetish,Listen with understanding.,minutes
Enjoy Your Fetish,Ask questions.,minutes
Choose a Pediatric Dentist,Find a qualified dentist.,minutes
Choose a Pediatric Dentist,Take your child to a regular dentist if necessary.,hours
Recover from a Mental Breakdown,Simplify your life.,days
Recover from a Mental Breakdown,Find an active hobby.,days
Recover from a Mental Breakdown,Get creative.,minutes
Recover from a Mental Breakdown,Reduce your stress.,minutes
Accept a Bipolar Disorder Diagnosis,Accept that your loved one is bipolar.,days
Be Punctual,Anticipate delays before they happen.,hours
Accept a Bipolar Disorder Diagnosis,Remind yourself why treatment is important.,seconds
Make a Swimsuit,Buy the right fabric and supplies.,minutes
Solve Exponential Equations,Find the logs in the equation.,minutes
Drink Healthier,Prioritize drinking water.,days
Accept Having a Schizoaffective Disorder Diagnosis,Tell your doctor all your symptoms.,minutes
Cope With Living in a Boring Town,Look on the bright side.,minutes
Find a Fraction of a Number,Write out the problem.,minutes
Find a Fraction of a Number,Simplify the improper fraction.,minutes
Find a Fraction of a Number,Write the mixed number.,minutes
Overcome a Fear of Stairs,Install lighting.,days
Overcome a Fear of Stairs,Walk slowly.,minutes
Improve Your Cholesterol with Walnuts,Eat walnuts as a snack.,hours
Improve Your Cholesterol with Walnuts,Pair walnuts with vegetables.,minutes
Identify a Bandwagon Fan,See if they know any historical information about the team.,minutes
Learn to Cope if You Are a Highly Sensitive Person,Manage your stress well.,minutes
Learn to Cope if You Are a Highly Sensitive Person,Socialize appropriately.,minutes
Learn to Cope if You Are a Highly Sensitive Person,Get a lot of rest.,minutes
Learn to Cope if You Are a Highly Sensitive Person,Allow yourself leisure time.,minutes
Learn to Cope if You Are a Highly Sensitive Person,Find transcendence.,minutes
Factor a Number,Use the numbers in the left-hand column as your original number's factors.,minutes
Use Supplements to Avoid Deep Vein Thrombosis (DVT),Add omega-3 fish oils to your diet or as a supplement.,minutes
Use Supplements to Avoid Deep Vein Thrombosis (DVT),Look into supplementing with evening primrose oil.,minutes
Use Supplements to Avoid Deep Vein Thrombosis (DVT),Prevent venous insufficiency with bioflavonoids.,minutes
Use Supplements to Avoid Deep Vein Thrombosis (DVT),Reduce your risk of venous deficiency with digestive enzymes.,minutes
Give a Healthy Tailgate Party,Change your meats to either lean or another product.,days
Give a Healthy Tailgate Party,Innovate and substitute ingredients for other ingredients.,days
Give a Healthy Tailgate Party,Choose dips with healthy ingredients.,days
Calm Down if Someone Has Hurt You,Get some exercise.,minutes
Do Lattice Multiplication,Create a diagonal path for the tables.,minutes
Use Herbs to Treat the Flu,Use elderberry syrup.,hours
Treat Dependent Personality Disorder,Go to group therapy.,hours
Know when to Let Go,Look for signs of cheating.,minutes
Recognize Symptoms of Vitamin D Deficiency,Consider your age.,hours
Recognize Symptoms of Vitamin D Deficiency,Think of your level of sun exposure.,hours
Divide Odd Numbers by,Write the number in expanded notation.,minutes
Divide Odd Numbers by,Break up the number in the ones place into an even number +1.,minutes
Wheelie on a BMX Bike,Figure out how you want to place your feet.,hours
Wheelie on a BMX Bike,Show off to your friends to your girlfriend to your mom or to your dad.,hours
Know if Your Emotions Are Hurting Your Health,Look for signs of emotional numbing.,minutes
Erase Anxiety Naturally with Herbs,See a therapist.,minutes
Erase Anxiety Naturally with Herbs,Get regular exercise.,minutes
Erase Anxiety Naturally with Herbs,Go outdoors.,minutes
Erase Anxiety Naturally with Herbs,Try biofeedback.,minutes
Get Off Psychiatric Drugs Safely,Understand the symptoms of withdrawal.,minutes
Get Off Psychiatric Drugs Safely,Be closely monitored.,hours
Safely Gain 10 Pounds in a Month,Start off slowly.,seconds
Safely Gain 10 Pounds in a Month,Watch out for negative triggers.,seconds
Make Choices Without Regrets,Think about the risks involved.,minutes
Visit the National Baseball Hall of Fame,Visit the museum during a special event.,days
Recognize Signs of an Abusive Man,Talk to a potential partner about feelings.,minutes
Recognize Signs of an Abusive Man,Look for a history of abuse.,minutes
Help Someone Who You Think Is Cutting Themselves,Help increase her self-esteem.,longer
Gain the Health Benefits of Wheatgrass,Blend your own wheatgrass juice.,minutes
Gain the Health Benefits of Wheatgrass,Bake with wheatgrass.,minutes
Establish Boundaries,Understand the purpose of healthy boundaries.,minutes
Establish Boundaries,Compare healthy and unhealthy boundaries.,minutes
Establish Boundaries,Recognize what emotional boundaries are.,minutes
Establish Boundaries,Recognize physical boundaries for your possessions.,minutes
Choose an Omega 3 Supplement,Take an omega 3 supplement containing DHA EPA and/or ALA if you are pregnant.,hours
Overcome an Avoidant Personality Disorder,Leverage any social connections you already have.,minutes
Defend Yourself Against Prejudice,Educate the prejudiced party when possible.,hours
Find a Cycling Partner,Find out if any of your family rides.,minutes
Make Protein Bars,Refrigerate for half an hour.,hours
Be a Sports Agent,Practice communicating and negotiating.,minutes
Tell if a Child Is Being Abused,Look for any bruising or other physical evidence.,minutes
Tell if a Child Is Being Abused,Notice if a child has a hard time socializing.,minutes
Calculate the Break Even Point and Plot It on a Graph,Calculate your company's break-even point.,hours
Be Less Scared at Night,Speak to a therapist.,minutes
Become a Microsoft Certified Engineer,Review and train for at least one of the elective exams.,days
Calculate Magnification,Use the lens equation to get di.,minutes
Calculate Magnification,For diverging lenses use a negative focal length value.,hours
Determine if Your Child Is Being Molested,Know what constitutes abuse.,minutes
Determine if Your Child Is Being Molested,Teach your child that certain body parts are private.,minutes
Protect Someone from Getting Raped,Keep an eye out for your friends at parties.,hours
Protect Someone from Getting Raped,Recognize that intervention doesn't have to be drastic in order to be effective.,minutes
Protect Someone from Getting Raped,Create a big distraction.,minutes
Work in Animation,Create a freelance business.,days
Use Action Verbs,Replace weak verbs with action verbs.,minutes
Use Action Verbs,Apply action verbs to your resume.,minutes
Use Action Verbs,Adjust passive language with action verbs.,minutes
Troubleshoot a Vibratory Bowl Feeder,Set the coil gap properly.,hours
Troubleshoot a Vibratory Bowl Feeder,Tighten the clamps that are holding the bowl feeder.,hours
Get Used to Working With the Public if You Are Shy,Smile more.,hours
Get Used to Working With the Public if You Are Shy,Address your personal appearance.,hours
Deal With Being a Male Victim of a Rape,Realize that this is not your fault.,seconds
Deal With Being a Male Victim of a Rape,Use deep breathing to cope.,seconds
Work Ranch Jobs,Join an educational organization.,minutes
Look Like a Surfer,Accessorize with jewelry.,hours
Work as a Freelance Journalist,Sign up on freelance writing websites.,seconds
Stop Feeling Nervous About Eating Around Other People,Find reliable sources to learn table manners.,minutes
Send a Registered Letter,Visit a post office branch to get authorization to print the appropriate labels off on your own printer.,minutes
Build Your Stamina for Swimming,Add strength training to your weekly schedule.,hours
Explain Parts of Speech,Introduce tactile activities.,minutes
Create Your Personal Health Record,Questions to ask when creating your Personal Health Record.,hours
Be a Rational Happy Productive Human Being,Recognize flaws in your thinking.,minutes
Burn 300 Calories in 30 Minutes,Take a spin class.,minutes
Burn 300 Calories in 30 Minutes,Sign up for an aerobics class.,minutes
Burn 300 Calories in 30 Minutes,Go for a swim.,minutes
Stop Feeling Nervous About Eating Around Other People,Use problem solving techniques to create change.,hours
Stop Feeling Nervous About Eating Around Other People,Relax before during and after meals.,days
Remember the Five Great Lakes,Learn about Lake Superior.,days
Get Started in Parkour or Free Running,Exercise regularly.,minutes
Memorize Numbers,Study which consonants commonly correspond to which numbers.,minutes
Memorize Numbers,Practice by taking some words and determining which numbers go with them.,minutes
Calculate Your Weight Watchers Points,Account for your height.,minutes
Calculate Your Weight Watchers Points,Account for your activity level.,minutes
Calculate Your Weight Watchers Points,Add all your points up above.,minutes
Calculate Your Weight Watchers Points,Calculate the points in your food.,minutes
Find Cubic Feet,Measure the length of the object.,seconds
Balance Your Mood During Bad Weather,Look for a cause.,minutes
Babysit an Autistic Child,Know that routines matter.,minutes
Babysit an Autistic Child,Encourage communication.,minutes
Babysit an Autistic Child,Respect the child's behaviors and needs.,minutes
Use Pictures and Colors to Teach Autistic Kids,Teach the child to ask for help using visual cues.,days
Deal with a Fear of Being Murdered,Learn relaxation techniques.Relaxation helps lower your stress and fear.,days
Deal with a Fear of Being Murdered,Set therapeutic goals.,days
Deal with a Fear of Being Murdered,Change your beliefs about worrying.,longer
De stress,Get a pet.,days
Outfit Yourself for Archery,Get comfortable shoes.,minutes
Outfit Yourself for Archery,Get a good t-shirt.,minutes
Outfit Yourself for Archery,Wear a pair of training trousers/shorts/skirt.,minutes
Outfit Yourself for Archery,Adjust for the circumstances/weather.,minutes
Deal with Autistic Children's Meltdowns,Be careful about intervening unnecessarily.,minutes
Construct the Tangent Line to a Circle,Setup of the problem.,days
Construct the Tangent Line to a Circle,Connect P{\displaystyle P} with B{\displaystyle B} or C{\displaystyle C}.,days
Develop Healthy Eating Habits,Eat a protein and fiber-rich breakfast.,minutes
Determine a Square and Circle of Equal Perimeter,Solve for s{\displaystyle s}.,seconds
Avoid Going to a Mental Hospital,Have a plan in case of a crisis.,days
Develop Healthy Eating Habits,Choose lean protein sources.,seconds
Develop Healthy Eating Habits,Choose whole grains over refined grains.,minutes
Develop Healthy Eating Habits,Considering taking supplements.,minutes
Determine a Square and Circle of Equal Perimeter,Set up the formula for the perimeter of a square.,hours
Recover from Gaslighting,Reduce your stress.,days
Do a Double Front Flip on a Trampoline,Be comfortable jumping doing other simpler tricks and doing a single flip first.,minutes
Recover from Gaslighting,Do some fact checking.,minutes
Gain Control of Your Emotions,Consider what you can do to resolve the situation.,minutes
Gain Control of Your Emotions,Learn to distinguish primary and secondary emotions.,hours
Land a Loop Jump,Start practicing your actual loop jump.,minutes
Land a Loop Jump,Find out if you are doing anything wrong.,minutes
Buy a Medical Alert Bracelet,Shop around for prices.,minutes
Buy a Medical Alert Bracelet,Choose a comfortable style.,minutes
Buy a Medical Alert Bracelet,Choose the right material.,minutes
Buy a Medical Alert Bracelet,Keep in mind any allergies to metal.,minutes
Buy a Medical Alert Bracelet,Double-check before buying.,minutes
Buy a Medical Alert Bracelet,Fill out the order form carefully.,minutes
Construct an Isosceles Triangle,Set the compass.,minutes
Be Honest with Your Doctor,Refrain from being embarrassed with your doctor.,seconds
Become a Bilingual Teacher in Texas,Wait for approval.,days
Become a Bilingual Teacher in Texas,Find a job.,days
Become a Better High School Wrestler,Incorporate chain wrestling.,hours
Become a Better High School Wrestler,Include cardiovascular training.,hours
Calculate a Diagonal of a Square,Set up the formula for the perimeter of a square.,hours
Help a Blind or Visually Impaired Teenager,Help the teen access electronic information.,days
Calculate a Diagonal of a Square,Solve for s{\displaystyle s}.,minutes
Conduct a Self Analysis,Think about your values.,minutes
Learn the Basics of Karate,Make sure you stretch before your training starts.,minutes
Learn the Basics of Karate,Work out before you start training.,minutes
Actively Listen,Figure out the tone of the conversation.,days
Become a Proctor,Call local schools and universities about proctor positions.,days
Prepare and Give a Speech,Write a succinct single-sentence statement about your subject.,hours
Help Your Blind or Visually Impaired Sibling,Participate in occupational therapy sessions.,days
Help Your Blind or Visually Impaired Sibling,Go to a learning camp.,days
Hunt for a Job After College,Network now.,seconds
Prepare to Move out of Your Parents' House,Find a place to live.,days
Teach Teens About the Dangers of Credit Cards,Talk to them sooner rather than later.,minutes
Integrate by Partial Fractions,Expand and factor.,minutes
Integrate by Partial Fractions,Solve for all constants.,minutes
Integrate by Partial Fractions,Integrate.,minutes
Be Popular if You Have No Self Esteem,Turn your negative thoughts into positive thoughts.,minutes
Be Popular if You Have No Self Esteem,Set realistic goals.,minutes
Be Popular if You Have No Self Esteem,Do activities that you enjoy.,minutes
Deal With Emotional or Verbal Abuse While Depressed,Identify how you want to be treated.,minutes
Deal With Emotional or Verbal Abuse While Depressed,Decide on your deal breakers.,minutes
Stop Your Voice from Shaking,Exercise to get rid of excess energy.,minutes
Reduce Self Consciousness when Exercising,Choose an activity that you really enjoy.,hours
Reduce Self Consciousness when Exercising,Focus on your goals.,minutes
Reduce Self Consciousness when Exercising,Work out with a friend.,minutes
Reduce Self Consciousness when Exercising,Distract yourself with your phone or mp3 player.,hours
Find Scholarly Articles Online,Use discipline-specific search engines.,hours
Pick a Career when You Have Many Interests,Rank your interests from most to least interesting.,minutes
Pick a Career when You Have Many Interests,Brainstorm careers that involve your interests.,hours
Pick a Career when You Have Many Interests,Group similar interests together.,minutes
Study Using Index Cards,Decide on an index card format.,hours
Study Using Index Cards,Take notes over specific sources.,minutes
Get a Valet Parking Job,Search for valet jobs.,minutes
Get a Valet Parking Job,Write a cover letter.,minutes
Get a Valet Parking Job,Prepare for an interview.,minutes
Get a Valet Parking Job,Show enthusiasm.,minutes
Get a Valet Parking Job,Follow up.,minutes
Have a Zen Attitude,Start the day off right.,seconds
Have a Zen Attitude,Take time in your day for yourself.,minutes
Have a Zen Attitude,Meditate daily.,minutes
Give a Speech Without Getting Nervous,Establish rapport with your audience.,minutes
Get a Job Without Any References,Search for previous supervisors and co-workers.,hours
Get a Job Without Any References,Ask supervisors and coworkers for references before you leave.,minutes
Get a Job Without Any References,Evaluate and expand your current network.,days
Overcome Culture Shock,Do things that are familiar to you.,minutes
Get Rid of a Southern Accent,Contact your chosen professional or speech-language organization.,minutes
Get Rid of a Southern Accent,Go to your first appointment.,minutes
Get Rid of a Southern Accent,Set your accent modification goals.,minutes
Succeed As a Recruitment Consultant,Expect to work hard especially in the beginning.,days
Succeed As a Recruitment Consultant,Focus on developing relationships with businesses.,hours
Succeed As a Recruitment Consultant,Use a number of avenues to fill your positions.,days
Find the Edge of a Roll of Tape,Fold the edge of the tape back on itself.,hours
Find the Edge of a Roll of Tape,Use a tape dispenser.,hours
Find the Edge of a Roll of Tape,Buy striped or patterned tape.,hours
Make a Portfolio for Interior Design,Include an introduction to yourself and your work.,minutes
Learn the Basics of Jar'kai,Understand the limitations of dual blades.,minutes
Live with Being Jaded,Make sure you have an internal locus of control.,days
Practice a Kata,Maintain form.,minutes
Make Money Buying Groceries,Create your basic business model.,hours
Make Money Buying Groceries,Obtain a business license.,hours
Write an Exponential Function Given a Rate and an Initial Value,Understand what e is.,minutes
Live A Happy Life,Practice mindfulness.,minutes
Get a Job in a Call Center,Practice for the interview.,minutes
Get a Job in a Call Center,Learn about the company.,minutes
Disguise Your Voice,Change the tone of your voice.,seconds
Use the Perfect Square Identity As a Shortcut in Expansion,Set up the formula for a perfect square trinomial.,minutes
Prepare for Krav Maga,Dress properly.,hours
Knock Someone Out with One Hit,Put your left leg forward.,seconds
Knock Someone Out with One Hit,Practice twisting at the waist.,hours
Knock Someone Out with One Hit,Aim for the jaw or the middle of the chin.,minutes
Knock Someone Out with One Hit,Use your hips to generate force not just your arms.,minutes
Get a Job at Disneyland,Know about unions.,minutes
Train for Boxing,Do interval training 2-3 times a week.,minutes
Train for Boxing,Mix in long runs shadow boxing and short sprints on non-interval days.,minutes
Train for Boxing,Focus on good footwork technique.,minutes
Prepare for an Interview,Research the employer.,days
Develop a Friendly Tone of Voice,Breathe from your diaphragm to control your voice.,seconds
Develop a Friendly Tone of Voice,Vary your vocal pitch.,seconds
Make Someone Text You Back,Ask directly why they didn't text you back.,hours
Train for Boxing,Shadowbox by yourself in the ring.,minutes
Train for Boxing,Do pull ups and chin ups to build back and arm strength essential for a good punch.,minutes
Train for Boxing,Build a strong core.,minutes
Train for Boxing,Watch other fighters with a critical eye.,minutes
Feel Refreshed,Eat for your heart.,minutes
Feel Refreshed,Try new foods.,minutes
Improve Punching Speed,Increase punching speed by performing reverse push-ups.,minutes
Improve Punching Speed,Practice your punches and your speed will increase naturally.,minutes
Pronounce Helicobacter Pylori,Follow with Bacter.,seconds
Convert the British Pound to Dollars,Convert back to pounds by simply dividing the exchange rate instead of multiplying it.,minutes
Go to a Boxing Gym,Get a trainer.,days
Feel Good About You and Your Life,Reinforce the qualities you like about yourself.,minutes
Feel Good About You and Your Life,Make a list of kindness goals.,minutes
Prepare for an Internship Phone Interview,Understand the subject/company that you are interviewing for before you start the interview.,minutes
Prepare for an Internship Phone Interview,Activate a calm and collected state of mind for the interview.,minutes
Feel Good About You and Your Life,Form realistic expectations for yourself.,minutes
Feel Good About You and Your Life,Learn from disappointments.,hours
Capture a Special Moment Forever,Have skilled photos taken of the event.,hours
Fight with a Bo Staff,Get the balance.,minutes
Fight with a Bo Staff,Devise your own combos.,minutes
Cook Mung Beans,Drain the water and cover the beans.,minutes
Fight a Duel (the Modern Way),Arrange for a neutral observer or more to aid your duelling.,minutes
Fight a Duel (the Modern Way),Try modern techniques for duelling.,minutes
Fight a Duel (the Modern Way),Be satisfied that honour has been restored.,minutes
Get a Career in Forensics,Become a crime laboratory analyst.,hours
Solve Systems of Equations,Multiply one or both equations until one of the variables of both terms have equal coefficients.,minutes
Solve Systems of Equations,Plug the term back into the equation to find the value of the first term.,minutes
Evaluate a Management Job Offer,Evaluate the vacation and leave structure for the job.,hours
Evaluate a Management Job Offer,Decide how open communication channels are between managers and employees.,minutes
Evaluate a Management Job Offer,Write down your gut reaction to the job.,minutes
Be a Boxer,Don't fight without proper training.,hours
Be a Boxer,Keep your hands wrapped when punching.,days
Win Friends and Influence People,Dress sharply.,seconds
Win Friends and Influence People,Maintain hygiene.,minutes
Win Friends and Influence People,Maintain your possessions.,minutes
Win Friends and Influence People,Control your body language.,minutes
Apply Boxing Wraps,Get your trainer to help you.,minutes
Apply Boxing Wraps,Wrap the wrist.,minutes
Apply Boxing Wraps,Start wrapping the palm.,minutes
Apply Boxing Wraps,Secure a gauze pad on the top of your knuckles.,minutes
Apply Boxing Wraps,Finish the job with tape.,minutes
Make Mexican Homemade Pickles,Slice the cucumbers in medium to thick slices.,hours
Make Mexican Homemade Pickles,Sprinkle salt all over the cucumber slices and let them sit for two hours.,hours
Make Mexican Homemade Pickles,Remove after two hours and enjoy.,hours
Stop Being an Attention Seeker,Practice mindfulness.,minutes
Stop Being an Attention Seeker,Monitor your progress.,minutes
Walk with Confidence,Practice walking.,minutes
Cook Goat Meat,Serve the stew when the meat is tender.,minutes
Cook Adobo,Place all the ingredients in the pot.,hours
Stop Berating Yourself,Normalize your experiences.,minutes
Make Paleo Tortillas,Flip the tortilla with a spatula.,seconds
Learn Ninja Techniques,Practice Nuki Ashi.,minutes
Make a Taco Salad,Chop your vegetables.,seconds
Make a Taco Salad,Brown ground beef with the bell pepper on the stove.,minutes
Make a Taco Salad,Add salsa to the mix and heat to a boil.,minutes
Make a Taco Salad,Simmer until thick.,minutes
Make a Taco Salad,Top with chips remaining vegetables and cheese.,minutes
Convert from Decimal to Binary,Write out the binary answer.,hours
Block People from Calling You on Your Home Phone,Register with the national Do Not Call registry.,hours
Block People from Calling You on Your Home Phone,Purchase a phone with a mute ringer function.,minutes
Overcome Resistance to Change,Present the pros and cons of the change.,minutes
Overcome Resistance to Change,Address individual concerns.,minutes
Solve for X,Do the multiplication.,minutes
Make a Call on Nextplus,Launch Nextplus.,minutes
Make a Conference Call,Start the call.,seconds
Make Pa Thong Ko,Knead the dough.,minutes
Make Pa Thong Ko,Cut the strips of dough.,minutes
Make Pa Thong Ko,Fry the dough.,minutes
Solve Absolute Value Inequalities,Solve as you would normally for x.,minutes
Measure a Putter,Take careful measurements.,minutes
Measure a Putter,Measure the putter grips.,minutes
Make Green Enchiladas,Poach the chicken.,minutes
Restore Deleted Files on Sugarsync,Select the file to restore.,minutes
Restore Deleted Files on Sugarsync,Restore the file.,minutes
Restore Deleted Files on Sugarsync,View the restored file.,minutes
Find a Career in a Call Center,Know how the system works.,minutes
Graph a Function,Calculate a y value for 2-3 x values.,minutes
Cook Adobong Manok,Let the chicken simmer for 20 to 30 minutes.,minutes
Use WinRAR,Create an archive.,minutes
Be a More Detailed Writer,Focus on key details.,minutes
Be a More Detailed Writer,Avoid empty descriptive words.,minutes
Be a More Detailed Writer,Draw on all five senses.,minutes
Be a More Detailed Writer,Make judicious use of similes and metaphors.,minutes
Clean a Golf Club,Mix warm water and mild dish soap in a medium or large bucket.,seconds
Be a More Detailed Writer,Make friends with librarians.,days
Transfer Files Using Teamviewer,Log into your Teamviewer account inside the program.,seconds
Paint a Golf Cart,Paint the golf cart.,hours
Win Your Wife Back,Enjoy yourself.,minutes
Win Your Wife Back,Be patient.,minutes
Turn a Relationship Into a Marriage,Understand each other's individual needs and the importance of space.,minutes
Turn a Relationship Into a Marriage,Share each others' problems.,minutes
Turn a Relationship Into a Marriage,Avoid being dominating.,minutes
Find the Distance Between Two Points,Know the distance formula.,minutes
Find the Distance Between Two Points,Add the squared values together.,minutes
Delete Segments of a Video File with Microsoft Movie Maker 20,Run the program.,seconds
Factor Trinomials,Learn FOIL multiplication.,hours
Factor Trinomials,Understand factoring.,hours
Make Your Husband Happy,Make DIY home improvements together.,hours
Make Rice Flour,Purchase brown or white rice depending on the type of flour you want to make.,minutes
Make Rice Flour,Purchase a blender or mixer that cracks grains.,minutes
Make Rice Flour,Fill the container with 1 to 4 cups (240 mL to 960 mL) of rice.,hours
Make Rice Flour,Mix the rice until the flour consistency is one you like.,minutes
Make Rice Flour,Use the resulting rice flour in gluten-free recipes.,minutes
Improve Your Knowledge of English,Prepare your own dictionary of words.,hours
Improve Your Knowledge of English,Construct your own sentences using the words that you have noted in your dictionary.,minutes
Impress Your Wife,Help her out around the house.,minutes
Prepare a Short Preparation Debate,Share your cases (10 minutes).,minutes
Prepare a Short Preparation Debate,Create your team's case (20 minutes).,minutes
Prepare a Short Preparation Debate,Add the finishing touches (10 minutes).,minutes
Start a Revolution,Study past revolutions.,minutes
Memorize Words Quickly,Review your sub lists acronyms and mnemonic devices.,minutes
Open BIN Files,Create a CUE file (if you don't have one).,minutes
Communicate to Evoke Admiration,Practice persuasive communication.,minutes
Convert NTSC to Pal,Open your converter software and follow the steps given to convert your video.,minutes
Convert NTSC to Pal,Once the conversion process is complete you can burn the completed video into a DVD.,minutes
Get Closer to Your Partner After Having Kids,Take time for yourself.,minutes
Record on an iPod for Free,Label your recording.,hours
Record on an iPod for Free,Share the recording.,hours
Come Up With a Catch Phrase,Think over the details.,minutes
Write a Good Essay in College,Come back and refer to the essay map first.,minutes
Use Christmas Lights Safely,Make sure to buy decorations marked for outdoor use.,minutes
Use Christmas Lights Safely,Use different outlets to plug in multiple lights.,minutes
Psych Yourself Up to Give a Speech,Find a place where you can go into the zone.,minutes
Make Your Own Christmas Decorations,Make custom drum ornaments.,hours
Make Your Own Christmas Decorations,Turn seashells into fanciful ornaments.,hours
Use Spotify,Read the terms and conditions.,minutes
Use Spotify,Upgrade your Spotify account.,minutes
Use Spotify,Download Spotify onto your desktop.,minutes
Use Spotify,Enjoy your music!,minutes
Make Wooden Snowflakes,Make the angled pieces.,minutes
Take Action to Preserve Nature,Participate in beach or river cleanup.,hours
Take Action to Preserve Nature,Stop using pesticides.,minutes
Take Action to Preserve Nature,Plant native trees and shrubs.,minutes
Configure a Network on Cisco Packet Tracer,Complete the cabling.,minutes
Configure a Network on Cisco Packet Tracer,Configure the IP addresses on the end devices.,minutes
Configure a Network on Cisco Packet Tracer,Configure the IP addresses on your routers and switches.,minutes
Configure a Network on Cisco Packet Tracer,Configure your default gateway.,minutes
Report Travel Scams,File a complaint with the Federal Trade Commission (FTC).,minutes
Report Travel Scams,Use the Internet Crime Complaint Center (IC3).,minutes
Report Travel Scams,Report phone solicitations to the Federal Communications Commission (FCC).,minutes
Pick Up Litter,Reduce waste.,longer
Punish a Child,Don't ever beat a child.,minutes
Punish a Child,Know the dangers of harsh overly-strict parenting.,minutes
Punish a Child,Know the dangers of weak permissive parenting.,minutes
Help Reduce Sex Trafficking in Your Town,Call your congressman or local representative.,days
Help Reduce Sex Trafficking in Your Town,Write a letter to the editor.,days
Take Action to Prevent Noise Pollution,Turn off the television.,hours
Straighten a Horizon Using Gimp,Select Image >> Crop to Image and save your work.,minutes
Take Action Against Pollution on Private Property,Decide whether you want to remain anonymous.,minutes
Take Action Against Pollution on Private Property,Follow up on your complaint.,minutes
Prevent Noise Pollution,Spend time away from noise.,minutes
Prevent Noise Pollution,Use earplugs and noise-canceling headphones.,seconds
Install GIMP,Finish the installation.,minutes
Add Your Own Custom Classifier to Weka,Add/edit the following environmental variables.,minutes
Add Your Own Custom Classifier to Weka,Add your own classifier as a Java class in the corresponding position within the extracted directory structure.,minutes
Add Your Own Custom Classifier to Weka,Create a jar and use your new classifier from within the Weka gui.,minutes
Plan Your Child's First Playdate,Be selective about guests.,minutes
Plan Your Child's First Playdate,Decide on the activities ahead of time.,minutes
Avoid Pollution in Urban Areas,Ride mass transit.,minutes
Avoid Pollution in Urban Areas,Time your driving.,minutes
Avoid Pollution in Urban Areas,Consolidate your trips.,minutes
